"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPR_RA","POPR_RE"
2015,"MUNICIPIO",1100122,130419,116610,57824,58786,29730,68141,18739,14584,34691,9511,NA,0.714,NA,NA,2094,0,1933,12,354,575,538,400,181,31,3,0,2082,21,25,31,25.89,6.27,9,84,584,940,164,249,568,114,14,1335,44,374,1680,0,0,2057,31,0,6,12,183,1782,51,201,1782,51,38,39,40,38.54,1.95,2,381,207,194,1168,158,1936,694,1397,2017,65,0,510,211,373,103,568,23,33,31,0,169,2082,8,2,2,0,1079,1015,568,114,14,1335,44,141,1841,112,2955.75,3249.5,3550,3224.4,539.51,122,1685,225,2091,0,9.11,0.66,27,2053,603,0,0,81,522,25,87,191,64,155,345,256,0,0,0,0,0,33,NA,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,76271,NA
2015,"MUNICIPIO",1100130,37167,31135,16536,14599,9405,17025,4705,4503,8127,1969,NA,0.596,NA,NA,480,0,413,4,118,159,111,63,22,3,0,0,476,19,23,28,23.95,5.85,5,55,170,158,25,23,78,41,1,320,0,120,351,0,0,473,7,0,0,4,50,394,22,54,394,22,38,39,40,38.89,2.06,3,93,22,27,240,195,285,204,276,426,14,2,87,46,109,26,97,6,8,7,2,45,466,9,4,1,0,270,210,90,41,1,341,0,38,412,29,2955,3240,3560,3226.38,538.99,40,361,57,477,0,9.44,0.8,3,470,149,0,0,37,112,5,16,28,16,47,103,45,0,0,1,0,1,10,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12885,NA
2015,"MUNICIPIO",1101203,10823,10352,5304,5048,2935,5719,1698,1439,2809,800,NA,0.638,NA,NA,93,0,90,1,16,27,24,14,11,0,0,0,92,20,25,30,25.57,6.31,0,7,28,38,5,12,37,1,0,53,0,11,82,0,0,92,1,0,1,1,8,75,7,10,75,7,38,39,40,38.55,2.53,0,12,6,4,70,93,0,26,67,90,3,0,33,9,16,2,19,0,3,1,0,9,93,0,0,0,0,46,47,37,1,0,53,0,6,85,2,2960,3195,3550,3193.57,534.49,3,81,6,93,0,9.18,0.97,0,93,48,0,0,12,36,0,9,8,3,16,31,17,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,NA
2015,"MUNICIPIO",1101302,12360,11878,6049,5829,3337,6407,2134,1677,3144,1008,NA,0.643,NA,NA,179,0,138,1,37,56,39,33,11,2,0,0,178,20,24,30,25.14,5.99,0,20,49,89,4,13,69,8,0,95,1,31,140,0,0,169,9,0,0,0,22,119,10,22,119,10,38,38,39.5,38.41,2.08,0,25,8,17,113,120,59,39,139,175,1,0,25,23,20,7,47,0,1,9,0,17,178,1,0,0,0,98,81,69,8,0,95,1,17,154,8,2925,3180,3540,3176.25,513.4,11,123,13,177,0,9.39,0.75,1,175,57,0,0,10,47,0,7,19,7,14,34,23,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2897,NA
2015,"MUNICIPIO",1101401,15873,14091,7408,6683,4257,7514,2320,2023,3646,1014,NA,0.607,NA,NA,240,0,187,1,56,77,58,36,9,3,0,0,239,20,24,27.25,24.28,5.84,0,22,63,88,10,14,66,9,1,124,0,37,201,0,0,239,0,0,1,1,18,205,11,20,205,11,38,39,40,38.79,2.07,1,44,19,17,110,143,97,57,182,199,2,0,33,37,20,23,65,0,2,0,0,18,209,31,0,0,0,121,119,82,10,2,143,0,16,204,20,3007.5,3300,3577.5,3271.55,540.1,18,180,36,239,0,9.22,1.23,2,238,69,0,0,23,46,3,5,19,5,14,45,24,0,0,1,1,0,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5053,NA
2015,"MUNICIPIO",1100148,21592,19874,10344,9530,5244,11228,3402,2564,5391,1575,NA,0.643,NA,NA,256,0,241,1,49,76,67,47,16,0,0,0,255,21,25,29,25.07,5.79,1,25,84,111,5,25,127,6,0,116,0,49,206,0,0,252,4,1,1,3,21,220,10,26,220,10,38,38,39,38.21,2.33,0,47,16,42,142,83,173,28,228,229,19,6,76,9,29,3,88,9,10,4,6,20,254,1,1,0,0,123,133,127,6,0,116,0,14,235,7,2977.5,3220,3448.75,3182.79,499.62,10,218,25,256,0,8.69,0.73,1,255,89,0,0,7,82,1,17,33,5,26,62,27,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7951,NA
2015,"MUNICIPIO",1100338,27600,22546,11735,10811,7287,12262,2997,3592,5923,1296,NA,0.587,NA,NA,404,0,340,4,87,118,85,71,34,5,0,0,400,20,24,30,25.16,6.48,3,50,176,144,9,17,81,13,1,271,17,223,171,0,0,403,1,0,3,5,41,315,17,49,315,17,38,39,40,38.54,2.47,12,41,62,72,162,390,14,171,233,385,12,0,75,25,101,14,100,5,7,1,0,47,322,71,9,2,0,211,193,81,13,1,273,17,24,343,37,3000,3250,3588.75,3259.18,546.03,23,293,57,394,0,9.3,0.7,1,401,107,0,0,29,78,5,12,19,5,37,86,21,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2723,NA
2015,"MUNICIPIO",1101435,7824,7493,3999,3494,2106,4161,1226,954,1986,554,NA,0.662,NA,NA,73,0,55,2,13,25,15,15,2,1,0,0,71,20,24,29,24.75,6.02,0,12,21,36,0,3,19,3,0,48,0,14,59,0,0,72,0,0,1,1,10,47,2,12,47,2,37,39,40,38.2,2.73,0,16,6,8,33,73,0,18,54,71,0,0,14,9,10,4,10,0,0,0,0,12,73,0,0,0,0,42,31,19,3,0,49,0,6,60,7,2970,3330,3665,3276.25,573.07,5,41,14,72,0,9.29,0.7,0,73,30,0,0,6,24,1,6,7,3,7,24,6,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,NA
2015,"MUNICIPIO",1100502,10276,10240,5336,4904,2636,5656,1948,1290,2734,880,NA,0.634,NA,NA,109,0,102,1,19,34,22,24,9,0,0,0,108,20,25,30,25.34,6.02,1,10,33,48,6,9,43,1,0,59,1,12,96,0,0,108,1,0,0,0,10,96,2,10,96,2,38,39,39,38.52,1.63,0,12,6,12,74,108,1,14,95,108,1,0,35,7,22,5,28,1,0,1,0,10,108,0,0,1,0,48,61,43,1,0,59,1,5,102,2,3000,3230,3495,3231.7,420.07,5,92,11,109,0,9.03,0.32,0,109,41,0,0,8,33,3,4,15,1,10,33,8,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247,NA
2015,"MUNICIPIO",1100155,39924,37928,18698,19230,9676,21749,6503,4849,11074,3307,NA,0.682,NA,NA,767,0,537,1,134,217,203,151,53,8,0,0,766,21,25,30,25.65,6.02,0,35,227,370,44,82,269,30,1,454,1,140,616,0,0,748,14,0,3,3,40,512,10,46,512,10,38,39,40,38.45,1.86,1,105,45,59,465,120,647,150,613,742,13,3,194,18,100,10,182,5,7,13,3,36,764,3,0,0,0,388,379,270,30,1,454,1,38,693,36,2950,3270,3547.5,3235.96,517.51,41,462,63,766,0,9.28,0.76,3,763,191,0,0,13,178,13,29,67,16,53,117,74,0,0,0,0,0,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23143,NA
2015,"MUNICIPIO",1101450,5697,4810,2595,2215,1397,2683,730,663,1253,299,NA,0.617,NA,NA,54,0,49,1,10,17,17,5,4,0,0,0,53,21,24,27,24.5,5.61,0,3,13,31,3,3,17,2,0,31,1,11,42,0,0,54,0,0,0,0,4,50,0,4,50,0,38,39,39,38.41,1.49,0,3,1,5,44,54,0,5,49,51,3,0,17,3,5,0,22,2,1,0,0,4,53,0,0,1,0,24,30,17,2,0,31,1,2,47,5,2976.25,3285,3616.25,3296.94,506.69,3,42,9,53,0,9.17,0.58,0,54,16,0,0,3,13,0,2,5,1,5,11,5,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1679,NA
2015,"MUNICIPIO",1100189,37512,33822,17041,16781,8803,19615,5404,4294,9852,2635,NA,0.71,NA,NA,594,0,515,3,139,166,148,86,45,7,0,0,591,20,24,29,24.78,6.15,1,24,145,291,58,71,172,27,16,329,2,187,376,0,0,583,11,0,3,1,55,501,19,59,501,19,38,39,40,38.47,2.02,1,105,42,50,379,166,428,99,495,575,17,0,190,29,98,6,183,5,10,11,0,49,594,0,0,0,0,322,272,172,27,16,329,2,37,527,30,2984.25,3235,3533.75,3215.53,527.01,38,477,63,594,0,9.22,1.06,3,590,187,0,0,31,156,4,28,56,16,52,111,76,0,0,0,0,0,10,NA,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,30471,NA
2015,"MUNICIPIO",1101468,2424,2315,1218,1097,717,1226,372,346,600,151,NA,0.665,NA,NA,52,0,47,1,19,12,13,4,0,3,0,0,51,18,22,27.25,23.46,7.03,0,5,8,26,7,3,10,7,0,32,0,34,17,0,0,52,0,0,0,0,1,47,1,1,47,1,38,39,40,39.06,1.21,1,14,5,7,20,51,1,17,35,41,4,0,14,4,8,0,14,3,1,0,0,1,52,0,0,0,0,29,23,13,7,0,32,0,1,48,3,3083.75,3315,3567.5,3333.44,380.21,0,46,3,51,0,9.29,0.64,1,51,10,0,0,1,9,0,2,4,1,2,8,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,NA
2015,"MUNICIPIO",1100205,502748,428527,217618,210909,113689,257722,57116,55954,126653,28302,NA,0.736,NA,NA,9093,0,6408,101,1792,2472,2203,1624,730,166,5,0,8992,20,25,30,25.49,6.45,40,422,2577,4051,682,1089,1508,266,22,6686,42,3251,5591,0,0,8886,174,2,28,71,818,6418,231,919,6418,231,38,39,40,38.55,2.22,7,1882,627,571,2703,365,8728,4199,4866,8541,295,13,1892,514,2019,269,1614,101,142,172,13,748,9010,41,32,10,0,4688,4403,1515,266,22,6690,42,687,7735,670,2970,3300,3615,3258.64,572.84,475,5911,1092,8992,0,9.2,0.72,79,8748,2271,0,0,461,1810,153,408,436,244,569,1411,859,2,0,3,1,2,118,NA,1,0,0,1,0,9,2,0,0,4,3,6,0,0,1,0,5,0,0,170755,18672
2015,"MUNICIPIO",1100254,22557,22319,11309,11010,5519,12227,4573,2699,6090,2221,NA,0.591,NA,NA,262,0,236,4,37,70,71,53,21,5,1,0,258,21.25,26,30.75,26.19,6.32,0,11,80,102,25,31,77,10,1,167,1,56,202,0,0,257,4,0,1,1,18,224,12,20,224,12,38,39,39,38.51,1.95,1,43,15,28,160,253,9,75,187,247,13,0,68,15,38,11,88,7,6,4,0,17,260,1,1,0,0,118,144,77,10,1,167,1,19,229,14,2901,3200,3565,3199.11,553.98,21,202,31,262,0,9.13,0.75,6,256,126,0,0,15,111,3,16,38,20,34,74,52,0,0,0,0,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11761,NA
2015,"MUNICIPIO",1101476,3501,3524,1856,1668,960,1876,688,468,891,309,NA,0.641,NA,NA,40,0,40,0,6,12,5,10,6,1,0,0,40,21.5,25,32,26.98,6.95,0,2,14,10,0,14,13,1,1,25,0,12,28,0,0,38,2,0,0,0,5,35,0,5,35,0,38,38,39,38.17,1.72,0,4,6,6,22,40,0,6,34,39,1,0,12,1,3,0,19,0,0,2,0,3,40,0,0,0,0,22,18,13,1,1,25,0,4,35,1,2888.75,3162.5,3328.75,3108.12,518.5,4,32,4,40,0,9.47,0.6,0,40,22,0,0,4,18,2,4,6,1,5,17,5,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,NA
2015,"MUNICIPIO",1100262,3750,3316,1767,1549,938,1788,590,443,862,244,NA,0.643,NA,NA,36,0,21,0,9,11,11,3,1,1,0,0,36,19.75,23.5,28,24.17,5.52,0,0,6,12,2,1,12,0,0,9,0,8,28,0,0,36,0,0,0,1,0,35,0,1,35,0,38.75,39.5,41,39.36,2.15,0,3,3,0,13,36,0,8,28,20,1,0,1,6,3,2,7,0,1,0,0,1,36,0,0,0,0,13,23,16,0,0,20,0,4,31,1,2800,3217.5,3475,3122.36,592.08,4,30,2,36,0,9.61,0.49,0,36,11,0,0,1,10,0,1,6,0,3,5,6,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,NA
2015,"MUNICIPIO",1100288,56242,50648,25170,25478,12780,29584,8284,6273,15079,4126,NA,0.7,NA,NA,936,0,894,7,174,276,249,160,52,18,0,0,929,21,25,29,25.31,6.05,2,32,237,444,75,140,305,34,2,563,1,187,737,0,0,924,12,1,5,8,59,829,30,73,829,30,38,39,40,38.62,2.06,2,127,86,112,567,227,709,122,814,913,17,3,312,70,114,25,311,7,9,12,3,66,932,1,2,1,0,472,464,305,34,2,563,1,53,844,39,3005,3250,3531.25,3234.04,506.51,55,766,99,935,0,9.04,0.65,6,930,281,0,0,30,251,12,41,82,20,96,164,117,0,0,0,0,0,23,NA,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,37190,NA
2015,"MUNICIPIO",1100296,8532,8886,4596,4290,2176,5034,1676,1022,2460,808,NA,0.67,NA,NA,109,0,100,1,27,35,31,10,4,1,0,0,108,19,23,27,23.79,5.5,0,5,32,51,9,10,35,4,0,65,1,16,92,0,0,107,2,0,0,3,10,89,5,13,89,5,38,39,40,38.49,2.34,0,23,3,14,61,109,0,12,97,109,0,0,38,5,12,0,39,0,0,2,0,11,109,0,0,0,0,55,54,35,4,0,65,1,10,96,3,2930,3200,3465,3165.21,474.03,7,89,9,109,0,9.01,0.48,1,106,46,0,0,6,40,1,7,15,5,12,28,18,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725,NA
2015,"MUNICIPIO",1101484,6103,6018,3086,2932,1498,3279,1241,751,1625,556,NA,0.649,NA,NA,73,0,65,0,11,18,20,16,7,1,0,0,73,22,26,31,26.45,6.41,0,6,13,40,4,9,18,4,0,45,0,19,53,0,0,69,4,0,0,2,8,60,2,10,60,2,37,38,39,37.83,2.34,0,9,1,7,53,70,3,15,58,71,1,0,18,1,14,0,25,1,0,4,0,8,72,0,1,0,0,38,35,18,4,0,45,0,11,61,1,2915,3230,3430,3066.27,635.56,7,59,6,73,0,9.3,0.66,0,73,21,0,0,4,17,0,2,8,0,7,15,6,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,NA
2015,"MUNICIPIO",1101492,19002,16035,8415,7620,4894,8904,2237,2352,4293,975,NA,0.611,NA,NA,319,0,280,3,57,113,85,33,24,4,0,0,316,20,24,28,24.7,5.85,1,31,112,132,15,23,86,18,3,185,0,75,229,0,0,307,10,0,2,3,22,282,8,27,282,8,38,39,40,38.55,2.12,0,61,15,21,201,48,271,62,256,299,10,4,84,13,58,7,111,2,5,8,4,19,319,0,0,0,0,145,174,86,18,3,185,0,18,281,20,2990,3300,3573,3275.47,508.82,12,263,40,319,0,8.82,0.76,2,305,72,0,0,20,52,1,7,22,6,16,48,24,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,NA,NA
2015,"MUNICIPIO",1100320,23933,21828,11328,10500,6294,12285,3249,3076,5965,1459,NA,0.646,NA,NA,311,0,295,0,67,94,76,47,24,1,1,1,310,20,24,29,24.99,6.27,1,27,87,140,18,32,96,12,0,201,0,112,197,0,0,305,6,0,0,1,26,266,13,27,266,13,38,39,39,38.64,1.64,0,47,34,29,178,118,193,68,243,278,28,4,90,14,49,4,88,9,18,6,4,23,311,0,0,0,0,155,156,96,12,0,201,0,18,281,12,2927.5,3225,3487.5,3207.93,487.28,19,258,27,311,0,8.97,0.77,6,304,104,0,0,21,83,1,16,26,17,23,66,38,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,NA
2015,"MUNICIPIO",1101500,12581,11629,6087,5542,3415,6458,1756,1652,3114,776,NA,0.598,NA,NA,188,0,177,1,47,59,43,27,9,2,0,0,187,19,23,27,24.16,5.9,1,14,79,79,3,10,53,8,1,123,0,43,138,0,0,184,4,1,0,0,9,166,8,10,166,8,38,39,40,38.73,2.09,0,27,7,11,129,144,44,37,151,169,15,1,58,7,32,0,60,7,6,4,1,6,187,0,0,0,0,91,97,53,8,1,123,0,9,161,18,3058,3350,3628.75,3341.98,462.36,12,132,33,188,0,8.97,0.74,6,177,44,0,0,11,33,0,7,7,4,15,25,19,0,0,0,0,0,4,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2377,NA
2015,"MUNICIPIO",1101559,5003,4888,2540,2348,1255,2699,934,624,1288,436,NA,0.643,NA,NA,71,0,53,0,12,23,14,11,10,1,0,0,71,20.5,25,30,26.04,6.49,0,2,21,40,3,3,25,3,0,42,0,11,60,0,0,64,7,0,2,0,5,48,0,7,48,0,38,38,39,37.67,3.52,0,14,2,6,37,71,0,14,57,67,2,1,14,3,10,0,15,0,1,7,1,4,71,0,0,0,0,38,33,25,3,0,43,0,9,60,2,2775,3150,3380,3027.83,642.61,7,46,2,71,0,9.21,1.01,0,71,19,0,0,4,15,0,3,5,1,6,13,6,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,NA
2015,"MUNICIPIO",1101609,11347,10649,5653,4996,3030,5738,1881,1478,2694,824,NA,0.589,NA,NA,107,0,102,2,22,37,27,9,8,2,0,0,105,20,24,28,24.5,6.27,1,5,45,46,4,6,23,5,0,79,0,16,91,0,0,103,3,0,0,0,3,97,3,3,97,3,38,39,40,39.06,1.5,0,15,1,12,72,107,0,22,84,103,3,0,32,19,14,2,28,2,1,3,0,1,107,0,0,0,0,51,56,23,5,0,79,0,4,100,3,3025,3305,3547.5,3269.37,448.1,5,91,6,107,0,9.11,0.42,1,106,38,0,0,9,29,1,11,6,0,11,22,16,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,NA
2015,"MUNICIPIO",1101708,13293,12974,6731,6243,3454,7067,2453,1643,3456,1144,NA,0.609,NA,NA,138,0,110,0,25,38,39,21,12,3,0,0,138,21,25,30,25.79,6.19,1,17,52,53,3,9,35,5,0,95,0,22,115,0,0,135,2,0,0,0,10,104,2,10,104,2,38,39,40,38.65,1.7,0,26,10,16,70,136,2,33,104,129,3,0,25,3,26,3,43,0,1,2,0,8,137,0,0,1,0,62,76,37,5,0,96,0,7,123,8,3003,3335,3570,3304.75,467.81,6,96,12,137,0,9.18,0.73,0,138,55,0,0,5,50,1,7,24,2,16,35,20,0,0,0,0,0,4,NA,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3501,NA
2015,"MUNICIPIO",1101757,10843,9384,4979,4405,2755,5002,1627,1306,2414,685,NA,0.584,NA,NA,106,0,90,1,18,27,30,20,8,2,0,0,105,21,25.5,30,25.8,6.25,0,8,26,49,6,12,23,7,0,69,0,19,85,0,0,100,6,0,3,0,8,81,5,11,81,5,38,39,40,38.39,3.05,0,11,9,12,59,102,4,27,79,97,5,0,15,5,15,3,40,3,1,6,0,7,100,3,0,3,0,57,49,24,7,0,71,0,14,89,3,2852.5,3187.5,3474.75,3059.8,704.45,10,82,3,104,0,9.11,1.16,0,105,33,0,0,5,28,2,3,11,0,12,24,9,0,0,1,0,1,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,NA
2015,"MUNICIPIO",1101807,8231,8210,4244,3966,2174,4545,1491,1062,2218,686,NA,0.627,NA,NA,63,0,45,0,10,19,13,16,4,1,0,0,63,21,25,31,25.87,6.32,1,4,26,24,1,4,19,1,0,40,0,10,51,0,0,63,0,0,1,0,3,48,1,4,48,1,38,39,40,38.45,2.52,0,12,1,5,35,63,0,14,49,61,1,0,15,5,8,4,16,0,1,0,0,4,63,0,0,0,0,30,33,19,1,0,40,0,5,57,1,2945,3250,3455,3167.87,583.99,4,46,3,63,0,9.11,1.08,0,63,21,0,0,2,19,1,7,5,2,4,10,11,0,0,1,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,NA
2015,"MUNICIPIO",1100304,91801,76202,37782,38420,20135,44825,11242,9955,22796,5669,NA,0.731,NA,NA,1535,0,1519,8,251,434,427,258,135,19,3,0,1527,21,25,30,25.82,6.09,2,40,387,737,128,236,519,47,18,939,10,957,572,0,0,1503,32,0,3,3,70,1444,13,76,1444,13,38,39,40,38.64,1.58,3,260,91,106,1039,63,1472,346,1189,1406,23,7,425,67,283,17,535,7,12,31,7,50,1535,0,0,0,0,758,777,519,47,18,939,10,118,1358,59,2910,3195,3485,3172.82,508.23,112,1296,125,1530,0,9.26,0.81,10,1523,437,0,0,109,328,11,60,112,47,98,290,147,0,0,2,1,1,17,NA,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,89025,NA
